mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop,region
전라남도 장흥군 유치면 봉덕리,장흥군청,061-863-7071,"신라말 원표대사(元表大師)가 인도에 계실 때 신비한 기운이 삼한의 밖 아득히 먼 곳으로부터 비쳐와 그 기운만을 바라보고 산을 넘고 바다를 건너 오묘한 곳을 찾아내 자리를 잡으니 산세가 인도의 가지산, 중국의 가지산과 같아서 가지산이라 명하고 지어진 절이 보림사로 창건에 얽힌 이야기가 전해져 오듯 국보와 보물이 많이 있으며 가지산은 규모는 작지만, 산세가 좋아 정상에서 둘러보면 금방 명산이라는 것을 느낄 수 있다. 특히 가을철에는 산 전체가 단풍으로 붉게 물들어 그 아름다움은 극치에 달하고 정상부의 바위들은 돌을 깎아 세운 듯하다. 한편 보림사 봉덕 계곡은 사시사철 깨끗한 물이 흐르고 있어 많은 탐방객이 찾고 있으며 여름철에는 최고의 가족 휴양지로 꼽힌다.",509.9,468000101,가지산,20201201, , , ,전라남도
울산광역시 울주군 상북면 덕현리,울주군청,052-229-7000,"높이는 1,241m이다. 태백산맥의 끝자락에 딸린 산이다. 주위의 운문산(1,188m)·천황산(1,189m)·고헌산(1,034m) 등과 더불어 태백산맥의 남쪽 끝 산악지대를 형성한다. 밀양강의 지류인 산내천(山內川)·무적천의 발원지이며, 남쪽의 천황산 사이 산내천 하곡부(河谷部)의 산내면 시례에는 한 한여름에도 얼음이 어는 얼음골이 있다. 정상 부근에는 바위 능선이 많고 나무가 거의 없는 대신 사방이 탁 트여 가을이면 곳곳이 억새밭으로 장관을 이룬다. 높이 약 40m의 쌀바위도 유명하다.

.",1240.9,317100101,가지산,20201201, , ,"백두대간 남단의 중심으로 ""영남알프스""에서 가장 높은 산으로 '79년 도립공원으로 지정되었음. 수량이 풍부한 폭포와 아름다운 소(沼)가 많고, 천연기념물 224호인 얼음골과 도의국사 사리탑인 ""8각운당형부도(보물 제369호)""가 보존되어 있는 석남사(石南寺)가 소재하는 점 등을 고려하여 선정능선 곳곳에 바위봉과 억새밭이 어우러져 있고 전망이 좋으며 자연휴양림이 있음. 밀양강의 지류인 산내천과 무적천의 발원지이다.",울산광역시
강원특별자치도 영월군 남면 토교리,영월군청,1577-0545,( - ),818.6,427500101,가창산,20201201, , , ,강원특별자치도
충청북도 제천시 두학동 ,제천시청,043-641-5114,( - ),0.0,431500101,가창산,20201201, , , ,충청북도
강원특별자치도 인제군 인제읍 귀둔리,인제군청,033-461-2122,( - ),1165.0,428105201,가칠봉,20201201, , , ,강원특별자치도
경기도 광명시 가학동 ,광명시청,1688-3399,( - ),220.0,412100501,가학산,20201201, , , ,경기도
전라남도 완도군 소안면 미라리,완도군청,061-550-5114,"완도군 소안면은 소안항일운동의 본거지로서 면적 28.7km(군의 7.4%)로서 10개의 도서 중 유인도4 무인도6으로서 해안선의 길이는 64.43km에 달한다. 주민 대다수가 어업에 종사하며 주로 김, 어류, 전복 양식이 주요 특산품이다.",0.0,468900101,가학산,20201201, , , ,전라남도
전라남도 영암군 학산면 학계리,영암군청,061-470-2114,"전라남도 영암군 학산면 학계리와 해남군 계곡면 당산리의 경계에 있는 산. 가학산(加鶴山)[575m]은 월출산 국립 공원에 속한 주지봉에서 남동쪽으로 돌아 월각산[460m], 밤재[栗峙], 벌매산[465m]에서 흑석산으로 이어지는 능선에 우뚝 솟아오른 산이다. 정상은 거대한 돔(dome) 형의 바위 봉이 평평하고 넓은 공터를 이루나, 양쪽이 벼랑이다. 가학산 정상에서는 북동쪽으로 월출산, 남쪽으로 두륜산이 보인다.가학산의 주 능선은 온통 바위로 되어 있어 등산로 이외의 탈출로가 많지 않다. 험한 바위산의 위용과 더불어 능선에는 철쭉 밭이 있고, 소사나무 군락은 우리나라 최고라고 일컬어지기도 한다. 또한 단단한 화강암 덩어리가 줄지어 얹힌 가학산 능선에는 소나무가 뿌리박고 있으며, 난(蘭) 자생지로도 유명하다.가학산의 남쪽인 해남군 계곡면 방춘동은 양지바른 터이고, 북쪽인 영암 골짜기는 습기가 마르지 않아 수세가 좋다. 또한 가학산의 북쪽에는 영암군 학산면의 학산천 계곡이 있고, 남쪽에는 해남군 계곡면 당산리의 계곡천이 있다.",0.0,468302001,가학산,20201201, , , ,전라남도
전라남도 해남군 계곡면 가학리,해남군청,061-530-5114,"월출산에서 남으로 뻗은 능선이 강진군 성전면과 영암군 학산면을 잇는 회랑에서 2번 국도에 길을 내주는 등 잠시 바닥에 깔렸다가 고도를 높여 별매산을 만들고 서쪽으로 진행하며 영암군과 해남군 사이의 장벽을 이룬다. 이 산줄기는 동으로부터 별매산, 가학산, 흑석산, 두억봉, 418봉 등으로 이어지며 계속 서진한 뒤 영암호에 이른다. 봄철 철쭉 철이면 철쭉군락지가 산재한 이 산줄기의 곳곳이 붉게 물들어 장관을 연출한다. 높지 않으면서도 수려한 봉우리들이 중첩되고 조망도 시원한 산들이 가학산, 흑석산이다. 별매산(465m)에서 흑석산(黑石山, 650m)으로 이어지는 능선에 우뚝 솟아 있는 가학산의 정상부는 거대한 돔형의 바위 봉으로 되어 있어 해발과 비교하면 웅장함을 자랑하고 있다. 가학산 정상은 평평하고 넓은 공터를 이루고 있으나 양쪽이 절벽으로 이루어져 있어 주의해야 하는 곳이다. 정상에서 북동쪽으로 월출산이 손에 잡힐 듯 가까이 보이고, 남쪽으로는 두륜산이 아스라히 보인다. 가학산 주능선은 온통 바위 능선으로 되어 있어 등산로 이외 탈출로가 많지 않은 산이다.",574.7,468200201,가학산,20201201, , , ,전라남도
인천광역시 서구 금곡동 ,서구청,032-562-5301,"가현산은 수원 광교산의 일맥이 광주 오봉산을 거쳐 부평 계양산에 이르고 계양산에서 서쪽으로 뻗은 맥이 이곳에 이르게 되고 이어서 대곶면 약산과 수안산을 거쳐 몇 개의 섬을 남기고 강화도의 원맥이 되었으며, 일맥은 문수산을 형성하였는데 이 산에서는 서해뿐만 아니라 김포평야를 흐르는 한강과 동북쪽으로 임진강 하류와 그 너머 북한지역 산들을 조망할 수 있는 명산이다. 또한, 인천 서구와 경기도 김포시 양촌읍 경계에 있는 해발 215.3m의 산으로 비록 높지 않은 작은 산이지만 정상에 서면 동으로는 서울 남산, 서쪽은 서해와 강화섬, 북으로는 한강과 김포평야가 한눈에 내려다보이는 전망 좋은 산이다.",214.7,282600101,가현산,20201201, , , ,인천광역시
경기도 오산시 청학동 ,오산시청,031-8036-8036,( - ),0.0,413700901,각골산,20201201, , , ,경기도
경기도 용인시 처인구 남사면 전궁리,용인시청,1577-1122,( - ),0.0,414600101,각골산,20201201, , , ,경기도
경상남도 거제시 거제면 서정리,거제시청,055-639-3000,( - ),0.0,483100201,각산,20201201, , , ,경상남도
경상남도 사천시 대방동 ,사천시청,055-831-2114,"각산 산성과 각산 봉수가 있고, 등산객들이 많이 찾는 편이며 삼천포 앞바다의 섬들이 한눈에 들어온다. 삼천포항 서쪽에 바다와 접하면서 실안동을 말발굽처럼 둘러싸고 있는 산이 각산이다. 건너편 와룡산의 위세가 워낙 대단하여 일반에게 잘 알려지지 않지만, 인근 주민들에게 사랑을 받는 산이다. 산은 전형적인 육산으로 산세가 포근한 느낌을 주고 있다. 남릉에 있는 각산 산성과 봉화대가 이 산의 위치적 중요성을 더욱 일깨우고 있다.",408.4,482400101,각산,20201201, , , ,경상남도
경상남도 김해시 대동면 월촌리,김해시청,1577-9400,동신어산의 동쪽에 있는 산이다. 진입로 찾기가 어려우며 인적이 드물어 산길이 험하다.,136.6,482500101,각성산,20201201, , , ,경상남도
경상북도 봉화군 춘양면 석현리,봉화군청,054-679-6114,"각화산은 태백산 남쪽 15Km 지점 경북 봉화군 춘양면 석현리에 위치하고 있으며, 가을에는 정상을 오르는 등산로에 단풍이 곱게 물들어 많은 사람이 찾는다.
각화산이란 명칭은 시라 문무왕 16년 (676년) 원효대사가 춘양면 서동리에 있던 람화사(覽華寺)를 이 산자락 밑으로 이전한 뒤 생각 ""각"" 자로 바꿔 부른 데서 기인한다. 이 람화사에는 보물 52호로 지정된 3층 석탑이 있으며, 각화사에서 2Km 떨어진 곳에는 조선왕조실록을 보관하던 조선 5대 사고 가운데 하나인 태백산고지지(사적348호)가 위치하고 있으며 산림이 무성하여 찾기가 힘들고 오전에 등반해야 하산을 할 수 있다.",1202.0,479200101,각화산,20201201, , , ,경상북도
경기도 포천시 이동면 도평리,포천시청,031-538-2114,"각흘봉은 38선 북쪽에 있는 산이다.
 산 정상에서 동남쪽 아래로 약 3km 길이로 이어지는 각흘계곡은 계곡 피서지로 유명한 약사계곡과 삼부연폭포로 물을 쏟아 내려 주는 용화저수지의 발원지로 폭포와 웅덩이가 줄지어 있을 정도로 수량이 많아 계곡 물소리 또한 우렁차 귀를 시원하게 해 준다. 하늘이 보이지 않을 정도로 울창한 수림이 온 산을 감싸고 있으며, 등산로 곳곳에 갈대밭이 모여 있어 산행의 정취를 더해준다.
 각흘산 바로 아래의 계곡은 각흘계곡이고 중간 봉우리인 각흘봉(622m)아래 계곡은 약사계곡이라고 하는 골짜기로 이름이 꽤 알려졌다.
 각흘계곡의 물은 남쪽으로 흘러 약사계곡의 물과 합류하며 곧이어 백운산에서 흘러내러 오는 물과 만난 영평천을 이룬 뒤 한탄강으로 흘러간다. 경관:광덕산에서 백운산을 거쳐 국망봉, 운악산으로 흘러가는 한북정맥의 조망이 좋다. 북으로 전방지역의 산과 철원들판이 내려다보인다.",662.0,416500301,각흘봉,20201201, , , ,경기도
경기도 포천시 이동면 도평리,포천시청,031-538-2114,( - ),882.0,416504501,각흘산,20201201, , , ,경기도
강원특별자치도 정선군 회암면 화암리,정선군청,033-562-3911,"각희산은 화암국민관광지에서 동대천 북쪽으로 병풍처럼 펼친 듯 솟아 있는 산이며, 동대천을 사이에 두고 행산과 화암약수터가 있는 군의산과 마주하고 있다. 동대천을 거슬러 올라가면 남전산과 지억산이 버티고 있다. 동대천변의 화암 8경을 보려는 사람들의 발길은 끊이지 않는 데 반해 각희산은 등산로가 잘 알려지지 않아 아직 태고의 신비를 고스란히 간직하고 있다. 각희산 바로 옆 행산과 군의산, 남전산과 지억산이 어깨를 두르고 있다. 정상에서 보면 청옥산, 민둥산이 보이고 그 뒤로 두위봉도 보인다. 각희산은 예로부터 신성시하여 나라에서 벌채를 금지했던 곳으로 알려졌다.",1085.2,427700301,각희산,20201201, , , ,강원특별자치도
강원특별자치도 정선군 임계면 덕암리,정선군청,033-562-3911,( - ),0.0,427708901,각히산,20201201, , , ,강원특별자치도
전라북도 전주시 완산구 원당동 ,전주시청,063-222-1000,( - ),110.5,451100201,간대봉,20201201, , , ,전라북도
강원특별자치도 삼척시 신기면 신기리,삼척시청,033-572-2011,"삼척시 신기면과 노곡면 사이를 가로질러 신기리와 대평리를 감싸 안 듯 늘어선 산줄기의 가운데 우뚝 솟은 산봉우리이다. 산의 앞으론 오십천이 마을을 가로 흐르고 독묘산이 봉곳이 솟아 있다. 또한, 38번 국도와 영동선 철도가 지나가며 ""강원종합박물관""이 있다. 환선굴과 대금굴이 있는 덕항산을 마주하고 그 뒤로는 백두대간의 두타산, 청옥산이 버티고 서 있으며 좌로는 육백산, 사금산, 응봉산 등 수많은 산과 산맥이 이어져 있어 이 산에서의 주변 조망 또한 훌륭하다 하겠다.",471.6,422300201,간대산,20201201, , , ,강원특별자치도
강원특별자치도 인제군 남면 신월리,인제군청,033-461-2122,( - ),557.5,428100501,간무봉,20201201, , , ,강원특별자치도
울산광역시 울주군 상북면 등억알프스리,울주군청,052-229-7000,( - ),1069.2,317104301,간월산,20201201, , , ,울산광역시
전라남도 순천시 주암면 운룡리,순천시청,061-749-3114,( - ),449.4,461500101,간축산,20201201, , , ,전라남도
강원특별자치도 삼척시 가곡면 탕곡리,삼척시청,033-572-2011,( - ),0.0,422305401,갈경산,20201201, , , ,강원특별자치도
경기도 의왕시 왕곡동 ,의왕시청,031-345-2114,( - ),0.0,414300801,갈기산,20201201, , , ,경기도
충청북도 영동군 학산면 지내리,영동군청,043-742-2101,"기암괴봉과 깎아지른 바위벼랑이 한 폭의 동양화처럼 아름답고 능선이 반원형으로 가운데가 깊숙한 골을 이루며 암벽들이 산기슭을 감돌아 흐르는 금강 줄기와 어우러져 경관을 자랑한다. 또한, 천태산, 서대산 등 주변의 산 군을 바라볼 수 있는 조망이 좋은 산이다.",585.0,437400201,갈기산,20201201, , , ,충청북도
경기도 양평군 청운면 신론리,양평군청,031-773-5101,"용두리에서 홍천 방향으로 이어지는 44번 국도 동쪽 옆에 솟아 있는 갈기산은 산 높이는 낮으나 능선 곳곳에 바위가 돌출되어 전망이 좋은 산이다. 봄이면 바위들과 진달래, 철쭉이 어우러져 고운 빛깔로 물들이고, 가을이면 형형색색의 단풍으로 자태를 뽐내는 산으로, 유명한 산에 비해 한적하고 쾌적한 산행을 하기에 안성맞춤인 산이다.

국토지리정보원 발행 지형도상 갈기산의 한자 표기는 칡 '갈' 자에 터 '기' 자를 쓴 '葛基山'이지만 과거에는 일어날 기(起)자를 썼다고 한다. 구한말 기록에는 부동산(不動産), 그 이전에는 감물악(甘勿岳)이라고 불렀다고 한다.

정상 주변은 온통 바위로 되어 있어 전망이 좋으나 주의를 필요로 하는 곳이다. 계곡이 깨끗하고 물이 차가워 송어 양식에 적합한 장소로 산자락에는 송어 횟집이 여러 곳 있다.",0.0,418300101,갈기산,20201201, , , ,경기도
전라남도 해남군 송지면 송호리,해남군청,061-530-5114,( - ),0.0,468203401,갈두산,20201201, , , ,전라남도
경상북도 안동시 남선면 도로리,안동시청,054-856-5701,"이 산은 안동시 남선면과 의성군 단초면이 경계를 이루고 있으며, 안동시의 남동쪽 11km 지점에 있고 있다. 정상에는 기우단이 있고 기우단 주위에는 무쇠로 만든 말을 묻어 두었다는 전설이 있으며 정상 석탑에 돌을 올리고 소원을 빌면 이루어진다 하여 많은 사람들이 돌을 올리고 소원을 빌고 있다.",547.0,471700101,갈라산,20201201, , , ,경상북도
충청남도 홍성군 은하면 목현리,홍성군청,041-630-1114,( - ),57.1,448000101,갈록산,20201201, , , ,충청남도
대전광역시 동구 남월동 ,동구청,042-251-4114,대전광역시 동구 낭월동 산13-1번지에 위치한 갈리봉은 식장산 남쪽 줄기에 해당하는 233m의 낮은 봉우리이다. 서쪽보다 동쪽이 높으며 경사가 완만하나 남북으로는 급경사를 이루고 있다. 산에 오르는 인적이 드물어 등산로 입·출구가 불분명하다.  갈리봉에 오르기 위해선 산내초등학교 앞 사거리에서 마을 어귀로 길을 따라 들어오면 된다. 정상 조망점에서는 남서쪽으로 통영-대전중부고속국도가 보이고 그 뒤로 만인산을 볼 수 있다. 서쪽으로는 대전과 금산을 연결하는 도로를 따라 생긴 마을과 석천들의 대단위 아파트 단지를볼 수 있다. 동쪽으로는 곤룡재와 마주하고 있고 남쪽 바로 밑에는 곤룡터널로 이어진 도로가 보인다. 그리고 정상에서 동쪽으로 발길을 옮기면 북쪽으로 탁트인 식장산 전경을 볼 수 있다.,0.0,301102201,갈리봉,20201201, , , ,대전광역시
충청남도 논산시 가야곡면 병암리,논산시청,041-746-5114,( - ),158.1,442300101,갈마산,20201201, , , ,충청남도
경상남도 함안군 대산면 부목리,함안군청,055-580-2114,( - ),106.3,487300101,갈마산,20201201, , , ,경상남도
경상남도 합천군 용주면 성산리,합천군청,055-930-3114,"갈마산 정상에서 바라보는 합천이 한눈에 들어온다. 비록 산의 규모는 작지만, 정상에서 바라보는 조망이 가히 일품이다. 유유히 흐르는 황강에 둘린 합천의 전경이 이루 말할 수 없을 정도다.",232.7,488900101,갈마산,20201201, , , ,경상남도
전라남도 영암군 삼호읍 삼포리,영암군청,061-470-2114,영암군 삼호읍 용당리에서 삼포리 일대 현대삼호중공업 입구에 위치해 있다.,129.8,468302101,갈마산,20201201, , , ,전라남도
충청북도 영동군 용화면 자계리,영동군청,043-742-2101,( - ),625.4,437400301,갈모봉,20201201, , , ,충청북도
경상북도 상주시 공검면 지평리,상주시청,054-533-2001,( - ),207.6,472500101,갈모봉,20201201, , , ,경상북도
경상남도 고성군 삼산면 미룡리,고성군청,055-670-2114,"빼어난 산은 아니나 바다의 아름다운 풍광을 만끽할 수 있는 산이다. 이 산은 편백, 삼나무를 수종으로 하는 갈모봉 휴양림이 가꾸어져 있어 산책과 더불어 휴식공간으로 이용하기에 좋은 곳으로, 고성읍에서 약 2킬로 정도 떨어져 있고, 도로변에 위치하여 읍민들의 이용 접근성이 좋은 편이다.",368.3,488200101,갈모봉산,20201201, , , ,경상남도
광주광역시 동구 선교동 ,동구청,062-608-2114,( - ),313.8,291100101,갈미봉,20201201, , , ,광주광역시
경상남도 산청군 생비량면 제보리,산청군청,055-970-6000,( - ),363.1,488600301,갈미봉,20201201, , , ,경상남도
경상북도 안동시 북후면 석탑리,안동시청,054-856-5701,( - ),548.5,471705701,갈미봉,20201201, , , ,경상북도
전라북도 임실군 임실읍 대곡리,임실군청,063-640-2114,( - ),541.4,457500101,갈미봉,20201201, , , ,전라북도
전라남도 구례군 구례읍 계산리,구례군청,061-782-2014,"북으로는 곡성군이 있고 섬진강으로 구례군을 접경하여 동으로는 광양시, 남으로는 서면, 서쪽으로는 월등면이 인접하고 있다. 산은 봉두산(753m)을 비롯해 서면과 경계를 이루는 농암산(470m), 갓거리봉(688m), 구례군 문척면과 경계를 이루는 천황봉(652m), 갈미봉(656m) 등이 있다.",496.6,467300101,갈미봉,20201201, , , ,전라남도
전라남도 광양시 진상면 어치리,광양시청,061-797-2114,백두산을 뒤로하고 걷다 보면 우측에 억불 봉이 손에 닿을 듯이 자리 하고 있고 좌측 멀리 명산 지리산이 아늑하게 보이고 발아래 좌측에는 섬진강이 유유히 흐르고 있고 멀리 앞쪽에는 남해를 바라보며 산행을 하는데 지루함이 없다.,0.0,462300201,갈미봉,20201201, , , ,전라남도
전라남도 순천시 황전면 덕림리,순천시청,061-749-3114,"북으로는 곡성군이 있고 섬진강으로 구례군을 접경하여 동으로는 광양시, 남으로는 서면, 서쪽으로는 월등면이 인접하고 있다.산은 봉두산(753Km)을 비롯 서면과 경계를 이루는 농암산(470Km), 갓거리봉(688Km), 구례군 문 척면과 경계를 이루는 천황봉652Km, 갈미봉(656Km) 등이 있다.",656.4,461505301,갈미봉,20201201, , , ,전라남도
충청남도 금산군 남일면 신정리,금산군청,041-750-2114,( - ),0.0,447100101,갈미봉,20201201, , , ,충청남도
충청남도 공주시 우성면 방문리,공주시청,1899-0088,( - ),311.3,441504301,갈미봉,20201201, , , ,충청남도
강원특별자치도 정선군 북평면 숙암리,정선군청,033-562-3911,( - ),1273.0,427700501,갈미봉,20201201, , , ,강원특별자치도
강원특별자치도 원주시 귀래면 운남리,원주시청,033-742-2111,( - ),0.0,421300101,갈미봉,20201201, , , ,강원특별자치도
경상북도 봉화군 봉성면 우곡리,봉화군청,054-679-6114,"갈방산(葛芳山)은 해발고도 712m의 낮은 산이다. 봉화군 법전면 갈방마을에 위치한 이산은 낮지만, 정상부까지의 등산로가 희미할뿐만 아니라 등산로가 매우 가파르기 때문에 등산하기에 약간의 어려움이 있다. 정산부에서부터하는 등산은 대체로 쉬운편이나, 숲이 우거져 주변 경치를 조망하기가 어렵다. 하지만 자연을 벗삼은 호젓한 산행을 하기엔 알맞은 편이다.",711.5,479200201,갈방산,20201201, , , ,경상북도
충청남도 금산군 부리면 방우리,금산군청,041-750-2114,( - ),582.2,447100201,갈선산,20201201, , , ,충청남도
강원특별자치도 인제군 기린면 방동리,인제군청,033-461-2122,( - ),0.0,428105101,갈전곡봉,20201201, , , ,강원특별자치도
강원특별자치도 양양군 서면 갈천리,양양군청,033-670-2114,( - ),1196.3,428307401,갈전곡봉,20201201, , , ,강원특별자치도
경상남도 거창군 신원면 청수리,거창군청,055-940-3114,( - ),765.1,488806301,갈전산,20201201, , , ,경상남도
